회사명,시장구분,종목코드
블랙야크아이앤씨,코스닥,478560
엠에프씨,코스닥,432980
파인메딕스,코스닥,387570
쓰리에이로직스,코스닥,177900
신한제14호스팩,코스닥,487360
듀켐바이오,코스닥,176750
키움제10호스팩,코스닥,487720
에스지헬스케어,코스닥,398120
온코닉테라퓨틱스,코스닥,476060
온코크로스,코스닥,382150
벡트,코스닥,457600
셀로맥스사이언스,코스닥,471820
KB제31호스팩,코스닥,492220
키움제11호스팩,코스닥,489480
디비금융제13호스팩,코스닥,489730
교보17호스팩,코스닥,489210
대신밸런스제19호스팩,코스닥,482690
위츠,코스닥,459100
유디엠텍,코스닥,389680
RF시스템즈,코스닥,474610
사이냅소프트,코스닥,466410
하나34호스팩,코스닥,484130
에스켐,코스닥,475660
엠오티,코스닥,413390
신한제15호스팩,코스닥,487830
쓰리빌리언,코스닥,394800
닷밀,코스닥,464580
노머스,코스닥,473980
에어레인,코스닥,163280
토모큐브,코스닥,475960
HEM파마,코스닥,376270
에이럭스,코스닥,475580
탑런토탈솔루션,코스닥,336680
성우,코스닥,458650
유진스팩11호,코스닥,488060
클로봇,코스닥,466100
에이치엔에스하이텍,코스닥,044990
웨이비스,코스닥,289930
씨메스,코스닥,475400
한켐,코스닥,457370
루미르,코스닥,474170
와이제이링크,코스닥,209640
인스피언,코스닥,465480
셀비온,코스닥,308430
제닉스로보틱스,코스닥,381620
차이커뮤니케이션,코스닥,351870
KB제30호스팩,코스닥,486630
아이언디바이스,코스닥,464500
미래에셋비전스팩7호,코스닥,482680
아이비젼웍스,코스닥,469750
아이스크림미디어,코스닥,461300
이엔셀,코스닥,456070
M83,코스닥,476080
티디에스팜,코스닥,464280
넥스트바이오메디컬,코스닥,389650
케이쓰리아이,코스닥,431190
유라클,코스닥,088340
교보16호스팩,코스닥,482520
뱅크웨어글로벌,코스닥,199480
아이빔테크놀로지,코스닥,460470
피앤에스로보틱스,코스닥,460940
엔에이치스팩31호,코스닥,481890
SK증권제13호스팩,코스닥,473950
엑셀세라퓨틱스,코스닥,373110
이베스트스팩6호,코스닥,478110
하스,코스닥,450330
이노스페이스,코스닥,462350
에이치브이엠,코스닥,295310
하이젠알앤엠,코스닥,160190
한국제15호스팩,코스닥,479880
에스오에스랩,코스닥,464080
미래에셋비전스팩6호,코스닥,478440
에이치엠씨제7호스팩,코스닥,477340
한중엔시에스,코스닥,107640
KB제29호스팩,코스닥,478390
미래에셋비전스팩5호,코스닥,477470
씨어스테크놀로지,코스닥,458870
디비금융스팩12호,코스닥,477760
라메디텍,코스닥,462510
그리드위즈,코스닥,453450
다원넥스뷰,코스닥,323350
미래에셋비전스팩4호,코스닥,477380
노브랜드,코스닥,145170
아이씨티케이,코스닥,456010
SK증권제12호스팩,코스닥,473000
코칩,코스닥,126730
민테크,코스닥,452200
카티스,코스닥,140430
디앤디파마텍,코스닥,347850
유안타제16호스팩,코스닥,474490
제일엠앤에스,코스닥,412540
삐아,코스닥,451250
하나33호스팩,코스닥,475250
신한제13호스팩,코스닥,474930
신한제12호스팩,코스닥,474660
아이엠비디엑스,코스닥,461030
하나32호스팩,코스닥,475240
엔젤로보틱스,코스닥,455900
제이투케이바이오,코스닥,420570
삼현,코스닥,437730
오상헬스케어,코스닥,036220
케이엔알시스템,코스닥,199430
비엔케이제2호스팩,코스닥,473370
하나31호스팩,코스닥,469900
SK증권제11호스팩,코스닥,472230
유안타제15호스팩,코스닥,473050
유진스팩10호,코스닥,468760
E8,코스닥,418620
코셈,코스닥,360350
케이웨더,코스닥,068100
사피엔반도체,코스닥,452430
에스피소프트,코스닥,443670
스튜디오삼익,코스닥,415380
신영스팩10호,코스닥,472220
폰드그룹,코스닥,472850
IBKS제24호스팩,코스닥,469480
레이저옵텍,코스닥,199550
이닉스,코스닥,452400
포스뱅크,코스닥,105760
현대힘스,코스닥,460930
HB인베스트먼트,코스닥,440290
드림인사이트,코스닥,362990
대신밸런스제17호스팩,코스닥,471050
우진엔텍,코스닥,457550
한빛레이저,코스닥,452190
IBKS제23호스팩,코스닥,467930
하나30호스팩,코스닥,469880
씨싸이트,코스닥,109670
블루엠텍,코스닥,439580
LS머트리얼즈,코스닥,417200
케이엔에스,코스닥,432470
교보15호스팩,코스닥,465320
와이바이오로직스,코스닥,338840
에이텀,코스닥,355690
엔에이치스팩30호,코스닥,466910
에이에스텍,코스닥,453860
그린리소스,코스닥,402490
제이엔비,코스닥,452160
한선엔지니어링,코스닥,452280
에코아이,코스닥,448280
스톰테크,코스닥,352090
캡스톤파트너스,코스닥,452300
에스와이스틸텍,코스닥,365330
에이직랜드,코스닥,445090
한국제13호스팩,코스닥,464440
메가터치,코스닥,446540
비아이매트릭스,코스닥,413640
컨텍,코스닥,451760
큐로셀,코스닥,372320
쏘닉스,코스닥,088280
KB제27호스팩,코스닥,464680
세니젠,코스닥,188260
파라택시스이더리움,코스닥,290560
유진테크놀로지,코스닥,240600
유투바이오,코스닥,221800
퀄리타스반도체,코스닥,432720
워트,코스닥,396470
에스엘에스바이오,코스닥,246250
신성에스티,코스닥,416180
퓨릿,코스닥,445180
에이치엠씨제6호스팩,코스닥,462020
아이엠티,코스닥,451220
레뷰코퍼레이션,코스닥,443250
신한제11호스팩,코스닥,452980
한싹,코스닥,430690
KT밀리의서재,코스닥,418470
인스웨이브,코스닥,450520
우듬지팜,코스닥,403490
코어라인소프트,코스닥,384470
상상인제4호스팩,코스닥,452670
율촌,코스닥,146060
한화플러스제4호스팩,코스닥,455310
대신밸런스제16호스팩,코스닥,457630
유안타제11호스팩,코스닥,444920
크라우드웍스,코스닥,355390
한국제12호스팩,코스닥,458610
시큐레터,코스닥,418250
스마트레이더시스템,코스닥,424960
캔버스엔,코스닥,210120
SK증권제10호스팩,코스닥,457940
코츠테크놀로지,코스닥,448710
큐리옥스바이오시스템즈,코스닥,445680
파두,코스닥,440110
엠아이큐브솔루션,코스닥,373170
시지트로닉스,코스닥,429270
에이엘티,코스닥,172670
파로스아이바이오,코스닥,388870
버넥트,코스닥,438700
뷰티스킨,코스닥,406820
와이랩,코스닥,432430
센서뷰,코스닥,321370
필에너지,코스닥,378340
이노시뮬레이션,코스닥,274400
알멕,코스닥,354320
오픈놀,코스닥,440320
아이티센피엔에스,코스닥,232830
엔에이치스팩29호,코스닥,451700
프로티아,코스닥,303360
큐라티스,코스닥,348080
마녀공장,코스닥,439090
나라셀라,코스닥,405920
진영,코스닥,285800
기가비스,코스닥,420770
팸텍,코스닥,271830
모니터랩,코스닥,434480
시선AI,코스닥,340810
지슨,코스닥,446840
트루엔,코스닥,417790
에스바이오메딕스,코스닥,304360
슈어소프트테크,코스닥,298830
토마토시스템,코스닥,393210
마이크로투나노,코스닥,424980
셀바이오휴먼텍,코스닥,318160
지아이이노베이션,코스닥,358570
LB인베스트먼트,코스닥,309960
엑스게이트,코스닥,356680
금양그린파워,코스닥,282720
라온텍,코스닥,418420
자람테크놀로지,코스닥,389020
나노팀,코스닥,417010
바이오인프라,코스닥,199730
이노진,코스닥,344860
화인써키트,코스닥,127980
제이오,코스닥,418550
샌즈랩,코스닥,411080
꿈비,코스닥,407400
스튜디오미르,코스닥,408900
삼기에너지솔루션즈,코스닥,419050
오브젠,코스닥,417860
미래반도체,코스닥,254490
티이엠씨,코스닥,425040
한주라이트메탈,코스닥,198940
옵티코어,코스닥,380540
신스틸,코스닥,162300
핑거스토리,코스닥,417180
SAMG엔터,코스닥,419530
펨트론,코스닥,168360
인벤티지랩,코스닥,389470
엔젯,코스닥,419080
유비온,코스닥,084440
티쓰리,코스닥,204610
티에프이,코스닥,425420
윤성에프앤씨,코스닥,372170
디티앤씨알오,코스닥,383930
뉴로메카,코스닥,348340
제이아이테크,코스닥,417500
큐알티,코스닥,405100
저스템,코스닥,417840
산돌,코스닥,419120
플라즈맵,코스닥,405000
핀텔,코스닥,291810
샤페론,코스닥,378800
비스토스,코스닥,419540
탑머티리얼,코스닥,360070
에스비비테크,코스닥,389500
오에스피,코스닥,368970
모델솔루션,코스닥,417970
이노룰스,코스닥,296640
파인엠텍,코스닥,441270
선바이오,코스닥,067370
더블유씨피,코스닥,393890
알피바이오,코스닥,314140
오픈엣지테크놀로지,코스닥,394280
대성하이텍,코스닥,129920
에이치와이티씨,코스닥,148930
새빗켐,코스닥,107600
아이씨에이치,코스닥,368600
성일하이텍,코스닥,365340
에이프릴바이오,코스닥,397030
벨로크,코스닥,424760
루닛,코스닥,328130
HPSP,코스닥,403870
와이씨켐,코스닥,112290
코난테크놀로지,코스닥,402030
넥스트칩,코스닥,396270
레이저쎌,코스닥,412350
보로노이,코스닥,310210
위니아에이드,코스닥,377460
비큐AI,코스닥,148780
범한퓨얼셀,코스닥,382900
청담글로벌,코스닥,362320
가온칩스,코스닥,399720
대명에너지,코스닥,389260
포바이포,코스닥,389140
지투파워,코스닥,388050
씨피시스템,코스닥,413630
세아메카닉스,코스닥,396300
공구우먼,코스닥,366030
유일로보틱스,코스닥,388720
모아데이타,코스닥,288980
메쎄이상,코스닥,408920
노을,코스닥,376930
비씨엔씨,코스닥,146320
풍원정밀,코스닥,371950
스톤브릿지벤처스,코스닥,330730
브이씨,코스닥,365900
퓨런티어,코스닥,370090
바이오에프디엔씨,코스닥,251120
인카금융서비스,코스닥,211050
나래나노텍,코스닥,137080
아셈스,코스닥,136410
스코넥,코스닥,276040
이지트로닉스,코스닥,377330
애드바이오텍,코스닥,179530
케이옥션,코스닥,102370
오토앤,코스닥,353590
아티스트스튜디오,코스닥,200350
툴젠,코스닥,199800
마음AI,코스닥,377480
알비더블유,코스닥,361570
NPX,코스닥,222160
트윔,코스닥,290090
아이티아이즈,코스닥,372800
지오엘리먼트,코스닥,311320
SKAI,코스닥,357880
디어유,코스닥,376300
지니너스,코스닥,389030
피코그램,코스닥,376180
엔켐,코스닥,348370
리파인,코스닥,377450
지앤비에스 에코,코스닥,382800
아이패밀리에스씨,코스닥,114840
차백신연구소,코스닥,261780
지아이텍,코스닥,382480
코닉오토메이션,코스닥,391710
씨유테크,코스닥,376290
아스플로,코스닥,159010
원준,코스닥,382840
실리콘투,코스닥,257720
에스앤디,코스닥,260970
프롬바이오,코스닥,377220
바이오플러스,코스닥,099430
와이엠텍,코스닥,273640
에이비온,코스닥,203400
라이콤,코스닥,388790
바이젠셀,코스닥,308080
브레인즈컴퍼니,코스닥,099390
딥노이드,코스닥,315640
엠로,코스닥,058970
플래티어,코스닥,367000
원티드랩,코스닥,376980
HK이노엔,코스닥,195940
에브리봇,코스닥,270660
비트맥스,코스닥,377030
큐라클,코스닥,365270
오비고,코스닥,352910
아모센스,코스닥,357580
이노뎁,코스닥,303530
라온로보틱스,코스닥,232680
현대ADM,코스닥,187660
에코프로에이치엔,코스닥,383310
진시스템,코스닥,363250
한울앤제주,코스닥,276730
삼영에스앤씨,코스닥,361670
샘씨엔에스,코스닥,252990
씨앤씨인터내셔널,코스닥,352480
에이치피오,코스닥,357230
쿠콘,코스닥,294570
이삭엔지니어링,코스닥,351330
해성에어로보틱스,코스닥,059270
엔시스,코스닥,333620
자이언트스텝,코스닥,289220
제노코,코스닥,361390
스피어,코스닥,347700
바이오다인,코스닥,314930
네오이뮨텍,코스닥,950220
싸이버원,코스닥,356890
프레스티지바이오로직스,코스닥,334970
나노씨엠에스,코스닥,247660
뷰노,코스닥,338220
엑스플러스,코스닥,373200
유일에너테크,코스닥,340930
씨이랩,코스닥,189330
오로스테크놀로지,코스닥,322310
피엔에이치테크,코스닥,239890
모비데이즈,코스닥,363260
아이퀘스트,코스닥,262840
레인보우로보틱스,코스닥,277810
아티스트컴퍼니,코스닥,321820
핑거,코스닥,163730
모비릭스,코스닥,348030
씨앤투스,코스닥,352700
선진뷰티사이언스,코스닥,086710
엔비티,코스닥,236810
파이버프로,코스닥,368770
블리츠웨이엔터테인먼트,코스닥,369370
석경에이티,코스닥,357550
지놈앤컴퍼니,코스닥,314130
프리시젼바이오,코스닥,335810
알체라,코스닥,347860
하이딥,코스닥,365590
에프앤가이드,코스닥,064850
티엘비,코스닥,356860
인바이오,코스닥,352940
엔젠바이오,코스닥,354200
퀀타매트릭스,코스닥,317690
셀레스트라,코스닥,352770
포인트모바일,코스닥,318020
앱코,코스닥,129890
엔에프씨,코스닥,265740
제일일렉트릭,코스닥,199820
하나기술,코스닥,299030
티앤엘,코스닥,340570
고바이오랩,코스닥,348150
네패스아크,코스닥,330860
소룩스,코스닥,290690
위드텍,코스닥,348350
센코,코스닥,347000
바이브컴퍼니,코스닥,301300
롤링스톤,코스닥,214610
피플바이오,코스닥,304840
넥스틴,코스닥,348210
케이엔솔,코스닥,053080
비나텍,코스닥,126340
씨엔알리서치,코스닥,359090
박셀바이오,코스닥,323990
비비씨,코스닥,318410
코스텍시스,코스닥,355150
핌스,코스닥,347770
압타머사이언스,코스닥,291650
이오플로우,코스닥,294090
카카오게임즈,코스닥,293490
피엔케이피부임상연구센타,코스닥,347740
아이디피,코스닥,332370
셀레믹스,코스닥,331920
고스트스튜디오,코스닥,950190
젝시믹스,코스닥,337930
영림원소프트랩,코스닥,060850
한국파마,코스닥,032300
솔브레인,코스닥,357780
PS일렉트로닉스,코스닥,332570
에코앤드림,코스닥,101360
엠투아이,코스닥,347890
더네이쳐홀딩스,코스닥,298540
제놀루션,코스닥,225220
솔트룩스,코스닥,304100
티에스아이,코스닥,277880
에이프로,코스닥,262260
소마젠,코스닥,950200
신도기연,코스닥,290520
위더스제약,코스닥,330350
엠브레인,코스닥,169330
젠큐릭스,코스닥,229000
HB솔루션,코스닥,297890
넥사다이내믹스,코스닥,351320
에스씨엠생명과학,코스닥,298060
휴럼,코스닥,353190
이지바이오,코스닥,353810
드림씨아이에스,코스닥,223250
캐프,코스닥,198080
플레이디,코스닥,237820
서울바이오시스,코스닥,092190
제이앤티씨,코스닥,204270
켄코아에어로스페이스,코스닥,274090
레몬,코스닥,294140
서남,코스닥,294630
위세아이텍,코스닥,065370
세림B&G,코스닥,340440
CJ 바이오사이언스,코스닥,311690
한국첨단소재,코스닥,062970
RF머트리얼즈,코스닥,327260
아이비김영,코스닥,339950
파라택시스코리아,코스닥,288330
다보링크,코스닥,340360
메드팩토,코스닥,235980
원텍,코스닥,336570
신테카바이오,코스닥,226330
제이엘케이,코스닥,322510
태웅로직스,코스닥,124560
윙스풋,코스닥,335870
리메드,코스닥,302550
웨이버스,코스닥,336060
HLB바이오스텝,코스닥,278650
티움바이오,코스닥,321550
씨에스베어링,코스닥,297090
우양,코스닥,103840
코리아에셋투자증권,코스닥,190650
에스제이그룹,코스닥,306040
제테마,코스닥,216080
라파스,코스닥,214260
아이티엠반도체,코스닥,084850
일승,코스닥,333430
미디어젠,코스닥,279600
LS티라유텍,코스닥,322180
모코엠시스,코스닥,333050
밸로프,코스닥,331520
캐리소프트,코스닥,317530
케이엔제이,코스닥,272110
엔바이오니아,코스닥,317870
팜스빌,코스닥,318010
라온피플,코스닥,300120
아톤,코스닥,158430
녹십자웰빙,코스닥,234690
누보,코스닥,332290
포커스에이아이,코스닥,331380
올리패스,코스닥,244460
라닉스,코스닥,317120
한울반도체,코스닥,320000
한독크린텍,코스닥,256150
네오크레마,코스닥,311390
마니커에프앤지,코스닥,195500
솔트웨어,코스닥,328380
나노실리칸첨단소재,코스닥,286750
에스피시스템스,코스닥,317830
레이,코스닥,228670
그린플러스,코스닥,186230
코윈테크,코스닥,282880
덕산테코피아,코스닥,317330
KBG,코스닥,318000
엑스페릭스,코스닥,317770
세경하이테크,코스닥,148150
캐리,코스닥,313760
대모,코스닥,317850
에이스토리,코스닥,241840
플리토,코스닥,300080
헥토파이낸셜,코스닥,234340
아이스크림에듀,코스닥,289010
펌텍코리아,코스닥,251970
에이에프더블류,코스닥,312610
태성,코스닥,323280
압타바이오,코스닥,293780
형지글로벌,코스닥,308100
마이크로디지탈,코스닥,305090
코퍼스코리아,코스닥,322780
프로이천,코스닥,321260
수젠텍,코스닥,253840
컴퍼니케이,코스닥,307930
피에스케이,코스닥,319660
현대무벡스,코스닥,319400
TS트릴리온,코스닥,317240
아모그린텍,코스닥,125210
지노믹트리,코스닥,228760
이지케어텍,코스닥,099750
미래에셋벤처투자,코스닥,100790
에코프로비엠,코스닥,247540
셀리드,코스닥,299660
천보,코스닥,278280
SCL사이언스,코스닥,246960
노랑풍선,코스닥,104620
웹케시,코스닥,053580
비피도,코스닥,238200
유틸렉스,코스닥,263050
디케이티,코스닥,290550
아이엘,코스닥,307180
애니플러스,코스닥,310200
디와이씨,코스닥,310870
위지윅스튜디오,코스닥,299900
조이웍스앤코,코스닥,309930
국전약품,코스닥,307750
에이비엘바이오,코스닥,298380
머큐리,코스닥,100590
전진바이오팜,코스닥,110020
뉴트리,코스닥,270870
비투엔,코스닥,307870
이노메트리,코스닥,302430
DH오토리드,코스닥,290120
에코캡,코스닥,128540
원바이오젠,코스닥,307280
윙입푸드,코스닥,900340
남화산업,코스닥,111710
엠아이텍,코스닥,179290
티로보틱스,코스닥,117730
네오펙트,코스닥,290660
티앤알바이오팹,코스닥,246710
디알젬,코스닥,263690
싸이토젠,코스닥,217330
아주IB투자,코스닥,027360
디케이앤디,코스닥,263020
프로브잇,코스닥,227100
노바렉스,코스닥,194700
대보마그네틱,코스닥,290670
노바텍,코스닥,285490
엘앤씨바이오,코스닥,290650
지아이에스,코스닥,306620
로보티즈,코스닥,108490
옵티팜,코스닥,153710
에스퓨얼셀,코스닥,288620
나우IB,코스닥,293580
푸드나무,코스닥,290720
크리스에프앤씨,코스닥,110790
더블유에스아이,코스닥,299170
한국비티비,코스닥,219750
엔피,코스닥,291230
피엔티엠에스,코스닥,257370
디지캡,코스닥,197140
지니틱스,코스닥,303030
액트로,코스닥,290740
오파스넷,코스닥,173130
브이엠,코스닥,089970
바이오솔루션,코스닥,086820
디아이티,코스닥,110990
에스에스알,코스닥,275630
휴네시온,코스닥,290270
한국유니온제약,코스닥,080720
그리티,코스닥,204020
알로이스,코스닥,297570
올릭스,코스닥,226950
아이큐어,코스닥,175250
SV인베스트먼트,코스닥,289080
EDGC,코스닥,245620
카이노스메드,코스닥,284620
파워넷,코스닥,037030
현대사료,코스닥,016790
세종메디칼,코스닥,258830
제노레이,코스닥,122310
JTC,코스닥,950170
네오셈,코스닥,253590
케어랩스,코스닥,263700
린드먼아시아,코스닥,277070
오스테오닉,코스닥,226400
엔지켐생명과학,코스닥,183490
동구바이오제약,코스닥,006620
아시아종묘,코스닥,154030
알리코제약,코스닥,260660
카페24,코스닥,042000
링크제니시스,코스닥,219420
배럴,코스닥,267790
SG,코스닥,255220
씨앤지하이테크,코스닥,264660
시스웍,코스닥,269620
디바이스,코스닥,187870
레이크머티리얼즈,코스닥,281740
씨티케이,코스닥,260930
메카로,코스닥,241770
에스트래픽,코스닥,234300
체리부로,코스닥,066360
대원,코스닥,007680
스튜디오드래곤,코스닥,253450
코오롱티슈진,코스닥,950160
영화테크,코스닥,265560
폴라리스세원,코스닥,234100
상신전자,코스닥,263810
야스,코스닥,255440
인산가,코스닥,277410
휴엠앤씨,코스닥,263920
신흥에스이씨,코스닥,243840
유티아이,코스닥,179900
선익시스템,코스닥,171090
엠플러스,코스닥,259630
앱클론,코스닥,174900
펄어비스,코스닥,263750
킵스파마,코스닥,256940
덕우전자,코스닥,263600
앱튼,코스닥,270520
케일럼,코스닥,258610
알에스오토메이션,코스닥,140670
컬러레이,코스닥,900310
와이즈버즈,코스닥,273060
모트렉스,코스닥,118990
데이타솔루션,코스닥,263800
지니언스,코스닥,263860
디앤씨미디어,코스닥,263720
힘스,코스닥,238490
브이원텍,코스닥,251630
아우딘퓨쳐스,코스닥,227610
이녹스첨단소재,코스닥,272290
하림지주,코스닥,003380
덴티스,코스닥,261200
나인테크,코스닥,267320
보라티알,코스닥,250000
매일유업,코스닥,267980
LK삼양,코스닥,225190
이랜시스,코스닥,264850
필옵틱스,코스닥,161580
포인트엔지니어링,코스닥,256630
하나머티리얼즈,코스닥,166090
소프트캠프,코스닥,258790
와이엠티,코스닥,251370
AP시스템,코스닥,265520
유에스티,코스닥,263770
이엘피,코스닥,063760
유비쿼스,코스닥,264450
서진시스템,코스닥,178320
코미코,코스닥,183300
아스타,코스닥,246720
에스디생명공학,코스닥,217480
신신제약,코스닥,002800
에프엔에스테크,코스닥,083500
모바일어플라이언스,코스닥,087260
피씨엘,코스닥,241820
서플러스글로벌,코스닥,140070
유바이오로직스,코스닥,206650
한국비엔씨,코스닥,256840
DSC인베스트먼트,코스닥,241520
TS인베스트먼트,코스닥,246690
피엠티,코스닥,147760
HLB펩,코스닥,196300
유니온바이오메트릭스,코스닥,203450
신라젠,코스닥,215600
자비스,코스닥,254120
티이엠씨씨엔에스,코스닥,241790
퓨쳐켐,코스닥,220100
뉴파워프라즈마,코스닥,144960
엘앤케이바이오,코스닥,156100
핸디소프트,코스닥,220180
클리오,코스닥,237880
오가닉티코스메틱,코스닥,900300
얼라인드,코스닥,238120
세화피앤씨,코스닥,252500
인크로스,코스닥,216050
에이치엘사이언스,코스닥,239610
코스메카코리아,코스닥,241710
GRT,코스닥,900290
인텔리안테크,코스닥,189300
에이치시티,코스닥,072990
잉글우드랩,코스닥,950140
앤디포스,코스닥,238090
수산아이앤티,코스닥,050960
미투온,코스닥,201490
예선테크,코스닥,250930
유니테크노,코스닥,241690
모비스,코스닥,250060
나무기술,코스닥,242040
자이글,코스닥,234920
헝셩그룹,코스닥,900270
에코마케팅,코스닥,230360
다산디엠씨,코스닥,208860
우리손에프앤지,코스닥,073560
알엔티엑스,코스닥,123010
모아라이프플러스,코스닥,142760
피앤씨테크,코스닥,237750
로스웰,코스닥,900260
에스티팜,코스닥,237690
지씨셀,코스닥,144510
알엔투테크놀로지,코스닥,148250
이스트에이드,코스닥,239340
휴온스,코스닥,243070
원익IPS,코스닥,240810
레이언스,코스닥,228850
동양파일,코스닥,228340
팬젠,코스닥,222110
AP위성,코스닥,211270
비유테크놀러지,코스닥,230980
큐리언트,코스닥,115180
안트로젠,코스닥,065660
슈프리마,코스닥,236200
유니트론텍,코스닥,142210
크리스탈신소재,코스닥,900250
더코디,코스닥,224060
에스와이,코스닥,109610
사토시홀딩스,코스닥,223310
와이씨,코스닥,232140
육일씨엔에쓰,코스닥,191410
휴젤,코스닥,145020
한국맥널티,코스닥,222980
덱스터,코스닥,206560
아진산업,코스닥,013310
HLB제약,코스닥,047920
강스템바이오텍,코스닥,217730
메가엠디,코스닥,133750
HC보광산업,코스닥,225530
파크시스템스,코스닥,140860
에치에프알,코스닥,230240
예스티,코스닥,122640
코스맥스엔비티,코스닥,222040
멕아이씨에스,코스닥,058110
원익피앤이,코스닥,217820
하이즈항공,코스닥,221840
DXVX,코스닥,180400
케이디켐,코스닥,221980
네오오토,코스닥,212560
엔투텍,코스닥,227950
케어젠,코스닥,214370
아이진,코스닥,185490
나무가,코스닥,190510
시지메드텍,코스닥,056090
본느,코스닥,226340
엔케이맥스,코스닥,182400
엑시콘,코스닥,092870
케이엠제약,코스닥,225430
패션플랫폼,코스닥,225590
넥슨게임즈,코스닥,225570
제너셈,코스닥,217190
타이거일렉,코스닥,219130
휴먼테크놀로지,코스닥,175140
씨아이에스,코스닥,222080
에이텍모빌리티,코스닥,224110
웹스,코스닥,196700
파인텍,코스닥,131760
세토피아,코스닥,222810
심텍,코스닥,222800
흥국에프엔비,코스닥,189980
쎄노텍,코스닥,222420
칩스앤미디어,코스닥,094360
아시아경제,코스닥,127710
아이쓰리시스템,코스닥,214430
로지시스,코스닥,067730
켐트로스,코스닥,220260
파마리서치,코스닥,214450
디와이디,코스닥,219550
펩트론,코스닥,087010
RFHIC,코스닥,218410
동운아나텍,코스닥,094170
일월지엠엘,코스닥,178780
헥토이노베이션,코스닥,214180
코아스템켐온,코스닥,166480
베셀,코스닥,177350
넵튠,코스닥,217270
미래생명자원,코스닥,218150
싸이맥스,코스닥,160980
러셀,코스닥,217500
픽셀플러스,코스닥,087600
선샤인푸드,코스닥,217620
HLB제넥스,코스닥,187420
우정바이오,코스닥,215380
토박스코리아,코스닥,215480
이노인스트루먼트,코스닥,215790
우리산업,코스닥,215360
메가스터디교육,코스닥,215200
솔디펜스,코스닥,215090
로보로보,코스닥,215100
디알텍,코스닥,214680
에이비프로바이오,코스닥,195990
골프존,코스닥,215000
클래시스,코스닥,214150
FSN,코스닥,214270
포시에스,코스닥,189690
덕산네오룩스,코스닥,213420
국일신동,코스닥,060480
링크드,코스닥,193250
바디텍메드,코스닥,206640
스튜디오산타클로스,코스닥,204630
썸에이지,코스닥,208640
에이팩트,코스닥,200470
휴메딕스,코스닥,200670
서전기전,코스닥,189860
아스트,코스닥,067390
오킨스전자,코스닥,080580
지란지교시큐리티,코스닥,208350
포톤,코스닥,208710
NEW,코스닥,160550
아이티센글로벌,코스닥,124500
녹십자엠에스,코스닥,142280
디티앤씨,코스닥,187220
셀바스헬스케어,코스닥,208370
정다운,코스닥,208140
하이로닉,코스닥,149980
랩지노믹스,코스닥,084650
에이디테크놀로지,코스닥,200710
비씨월드제약,코스닥,200780
미스터블루,코스닥,207760
알테오젠,코스닥,196170
베노티앤알,코스닥,206400
대창스틸,코스닥,140520
에프엔씨엔터,코스닥,173940
휴마시스,코스닥,205470
텔콘RF제약,코스닥,200230
지엘팜텍,코스닥,204840
글로벌텍스프리,코스닥,204620
디에이테크놀로지,코스닥,196490
넥써쓰,코스닥,205500
엑셈,코스닥,205100
테고사이언스,코스닥,191420
슈피겐코리아,코스닥,192440
영우디에스피,코스닥,143540
드림시큐리티,코스닥,203650
메디아나,코스닥,041920
데브시스터즈,코스닥,194480
아크솔루션스,코스닥,203690
오늘이엔엠,코스닥,192410
강동씨앤엘,코스닥,198440
신화콘텍,코스닥,187270
파버나인,코스닥,177830
덕신이피씨,코스닥,090410
창해에탄올,코스닥,004650
윈하이텍,코스닥,192390
아진엑스텍,코스닥,059120
콜마비앤에이치,코스닥,200130
엣지파운드리,코스닥,105550
코아시아씨엠,코스닥,196450
캐스텍코리아,코스닥,071850
나노,코스닥,187790
케이사인,코스닥,192250
오이솔루션,코스닥,138080
한국정보인증,코스닥,053300
다산솔루에타,코스닥,154040
현대이지웰,코스닥,090850
SGA솔루션즈,코스닥,184230
기가레인,코스닥,049080
알티캐스트,코스닥,085810
현대공업,코스닥,170030
엔브이에이치코리아,코스닥,067570
탑코미디어,코스닥,134580
큐브엔터,코스닥,182360
라이온켐텍,코스닥,171120
램테크놀러지,코스닥,171010
앤로보틱스,코스닥,138360
해성옵틱스,코스닥,076610
내츄럴엔도텍,코스닥,168330
두산테스나,코스닥,131970
파수,코스닥,150900
엘티씨,코스닥,170920
지엔씨에너지,코스닥,119850
아미코젠,코스닥,092040
GH신소재,코스닥,130500
파이오링크,코스닥,170790
KG에코솔루션,코스닥,151860
KT나스미디어,코스닥,089600
엑세스바이오,코스닥,950130
리가켐바이오,코스닥,141080
윈팩,코스닥,097800
코렌텍,코스닥,104540
제로투세븐,코스닥,159580
한솔아이원스,코스닥,114810
우리이앤엘,코스닥,153490
아이센스,코스닥,099190
에코글로우,코스닥,159910
우리로,코스닥,046970
디젠스,코스닥,113810
와이엠씨,코스닥,155650
아바텍,코스닥,149950
코이즈,코스닥,121850
네이블,코스닥,153460
노블엠앤비,코스닥,106520
피엔티,코스닥,137400
비아트론,코스닥,141000
빛샘전자,코스닥,072950
사람인,코스닥,143240
제룡산업,코스닥,147830
남화토건,코스닥,091590
메지온,코스닥,140410
원익머트리얼즈,코스닥,104830
제이에스링크,코스닥,127120
나이스디앤비,코스닥,130580
시큐브,코스닥,131090
서암기계공업,코스닥,100660
씨유메디칼,코스닥,115480
키네마스터,코스닥,139670
비덴트,코스닥,121800
신진에스엠,코스닥,138070
이엠넷,코스닥,123570
